"","x","y","land","built_s","built_v","NUMPOINTS","pop","smod_10","smod_11","smod_12","smod_13","smod_21","smod_22","smod_23","smod_30","id","country"
"87",239000,1419000,1e+06,5754.08,15670.64,3,7606.43604170531,0,59,40,1,0,0,0,0,87,1
"88",249000,1419000,1e+06,15089.51,56752.44,9,27560.4348880202,0,38,53,0,5,0,4,0,88,1
"89",259000,1419000,1e+06,9316.05,23299.29,6,11882.1149801537,0,36,61,3,0,0,0,0,89,1
"90",269000,1419000,1e+06,966.48,2417.81,0,1293.38360187784,0,90,10,0,0,0,0,0,90,1
"91",279000,1419000,997597.59,3.94,9.9,0,11.0375261679292,0,100,0,0,0,0,0,0,91,1
"92",289000,1419000,997909.32,1.66,4.16,0,2.04494214430451,0,100,0,0,0,0,0,0,92,1
"93",299000,1419000,1e+06,5.81,14.56,0,7.15729750879109,0,100,0,0,0,0,0,0,93,1
"94",309000,1419000,1e+06,1112.82,2783.86,1,1553.90526368003,0,94,6,0,0,0,0,0,94,1
"95",319000,1419000,998979.3,144.28,361.52,0,268.10802346468,0,100,0,0,0,0,0,0,95,1
"96",329000,1419000,999208.74,67.95,170.29,0,126.289320811629,0,100,0,0,0,0,0,0,96,1
"97",339000,1419000,999568.96,80.69,202.16,0,146.157139856368,0,99,1,0,0,0,0,0,97,1
"98",149000,1409000,998197.91,11.68,29.3,0,10.7829059902579,0,100,0,0,0,0,0,0,98,1
"99",209000,1409000,1e+06,2.08,5.23,0,2.54557006061077,0,100,0,0,0,0,0,0,99,1
"100",219000,1409000,998032.32,75.07,187.74,0,91.3776932805777,0,99,1,0,0,0,0,0,100,1
"101",229000,1409000,998890.36,2119.08,5300.7,1,2579.98153924197,0,86,13,1,0,0,0,0,101,1
"102",239000,1409000,999264.96,7910.04,21217.46,8,10207.6923394054,0,46,50,4,0,0,0,0,102,1
"103",249000,1409000,1e+06,8114.44,21539.3,7,10415.0175505616,0,42,56,1,1,0,0,0,103,1
"104",259000,1409000,1e+06,7639.55,20250.01,5,9856.17974930629,0,44,55,1,0,0,0,0,104,1
"105",269000,1409000,1e+06,6448.33,16125.84,3,7897.39085949957,0,48,51,1,0,0,0,0,105,1
"106",279000,1409000,997619.24,1034.09,2586.56,0,1727.90267925151,0,84,16,0,0,0,0,0,106,1
"107",289000,1409000,999180.21,1.32,3.32,0,1.63202116731555,0,100,0,0,0,0,0,0,107,1
"108",299000,1409000,1e+06,145.88,372.09,0,152.067996850237,0,100,0,0,0,0,0,0,108,1
"109",309000,1409000,999954.08,4826.04,14490.88,3,7067.69438610505,0,84,13,3,0,0,0,0,109,1
"110",319000,1409000,999373.34,830.19,2076.92,1,1459.20011791959,0,94,5,1,0,0,0,0,110,1
"111",329000,1409000,999927.19,56.3,141.03,0,78.952146627009,0,100,0,0,0,0,0,0,111,1
"112",339000,1409000,998823.86,588.54,1471.88,0,1049.61108601093,0,97,1,2,0,0,0,0,112,1
"113",139000,1399000,999888.21,20.15,50.56,0,18.606953041628,0,100,0,0,0,0,0,0,113,1
"114",149000,1399000,1e+06,9.8,24.59,0,9.0495446100831,0,100,0,0,0,0,0,0,114,1
"115",159000,1399000,1e+06,5.72,14.36,0,5.28472794592381,0,100,0,0,0,0,0,0,115,1
"116",169000,1399000,1e+06,2.47,6.19,0,2.27802686393261,0,100,0,0,0,0,0,0,116,1
"117",179000,1399000,1e+06,11.83,29.67,0,10.9190724007785,0,100,0,0,0,0,0,0,117,1
"118",189000,1399000,998400.48,46.45,116.19,0,52.4295828510076,0,100,0,0,0,0,0,0,118,1
"119",199000,1399000,1e+06,1.36,3.41,0,1.55032121390104,0,100,0,0,0,0,0,0,119,1
"120",209000,1399000,998970.27,83.76,209.69,0,102.061299987137,0,100,0,0,0,0,0,0,120,1
"121",219000,1399000,999717.92,3969.22,9928.01,3,4829.49163059145,0,70,30,0,0,0,0,0,121,1
"122",229000,1399000,1e+06,6053.11,16655.15,4,8092.32356345281,0,50,47,3,0,0,0,0,122,1
"123",239000,1399000,1e+06,14463.88,58480.83,15,28278.1201334409,0,49,39,6,2,0,4,0,123,1
"124",249000,1399000,1e+06,18688.73,73701.09,11,35802.9420879372,0,33,50,8,6,0,3,0,124,1
"125",259000,1399000,1e+06,5876.47,14698.36,1,7154.05464462191,0,49,51,0,0,0,0,0,125,1
"126",269000,1399000,1e+06,3218.56,8051.15,0,3918.69345399365,0,79,21,0,0,0,0,0,126,1
"127",279000,1399000,998014.44,2387.38,5972.15,0,2906.85109968111,0,79,21,0,0,0,0,0,127,1
"128",289000,1399000,997185.69,1006.24,2517.89,0,1193.62108086608,0,94,6,0,0,0,0,0,128,1
"129",299000,1399000,1e+06,9170.18,29878.25,7,14642.4545659851,0,76,15,4,0,5,0,0,129,1
"130",309000,1399000,1e+06,1196.23,2993.17,0,1469.69896228984,0,95,5,0,0,0,0,0,130,1
"131",319000,1399000,999832.85,619.38,1901.87,0,1062.85850846395,0,98,1,1,0,0,0,0,131,1
"132",329000,1399000,997283.53,253.39,634.02,0,430.793888976798,0,96,4,0,0,0,0,0,132,1
"133",339000,1399000,1e+06,427.51,1069.67,0,707.806500202045,0,94,6,0,0,0,0,0,133,1
"134",129000,1389000,997068.9,6.03,15.13,0,7.98595365695655,0,100,0,0,0,0,0,0,134,1
"135",139000,1389000,1e+06,7.43,18.65,0,6.86352205462754,0,100,0,0,0,0,0,0,135,1
"136",149000,1389000,1e+06,4.07,10.21,0,3.75745626538992,0,100,0,0,0,0,0,0,136,1
"137",159000,1389000,1e+06,12.64,31.64,0,11.6440665312112,0,100,0,0,0,0,0,0,137,1
"138",169000,1389000,1e+06,7.05,17.7,0,6.51390566118061,0,100,0,0,0,0,0,0,138,1
"139",179000,1389000,999000.45,9.21,23.09,0,9.30830414779485,0,100,0,0,0,0,0,0,139,1
"140",189000,1389000,999581.27,3.81,9.56,0,3.84048029221594,0,100,0,0,0,0,0,0,140,1
"141",199000,1389000,1e+06,3.47,8.7,0,3.95536500960588,0,100,0,0,0,0,0,0,141,1
"142",209000,1389000,998493.1,556.23,1391.39,0,677.223856665195,0,97,3,0,0,0,0,0,142,1
"143",219000,1389000,999961.75,4529.36,11328.72,3,5504.43762369454,0,60,40,0,0,0,0,0,143,1
"144",229000,1389000,1e+06,8151.54,21686.41,5,10459.5431307219,0,52,43,5,0,0,0,0,144,1
"145",239000,1389000,1e+06,26832.1,122000.9,32,59152.7073321454,0,40,38,2,12,0,8,0,145,1
"146",249000,1389000,1e+06,6431.24,16084.73,1,7828.83517426252,0,51,48,1,0,0,0,0,146,1
"147",259000,1389000,998609.49,5623.09,14064,2,6846.82332011126,0,53,45,2,0,0,0,0,147,1
"148",269000,1389000,997839.51,2391.46,5983.05,1,2935.75478384551,0,91,9,0,0,0,0,0,148,1
"149",279000,1389000,998227.39,3175.66,7944.59,3,3899.80821261834,0,78,22,0,0,0,0,0,149,1
"150",289000,1389000,1e+06,2157.24,5397.47,0,2635.6158633288,0,91,9,0,0,0,0,0,150,1
"151",299000,1389000,1e+06,6112.8,20417,4,9982.65073114913,0,75,18,7,0,0,0,0,151,1
"152",309000,1389000,1e+06,2041.58,7192.49,1,3522.74716471135,0,93,5,2,0,0,0,0,152,1
"153",319000,1389000,998844.76,774.33,2770.63,0,1362.87963769957,0,98,1,1,0,0,0,0,153,1
"154",329000,1389000,999946.84,47.97,120.13,0,79.4554620049894,0,100,0,0,0,0,0,0,154,1
"155",339000,1389000,1e+06,1417.36,3544.36,0,2304.32084712572,0,94,2,4,0,0,0,0,155,1
"156",119000,1379000,998025.63,12.73,31.96,0,11.7618319336325,0,100,0,0,0,0,0,0,156,1
"157",129000,1379000,1e+06,7.68,19.26,0,7.08801259472967,0,100,0,0,0,0,0,0,157,1
"158",139000,1379000,1e+06,3.69,9.28,0,3.41520026326179,0,100,0,0,0,0,0,0,158,1
"159",149000,1379000,1e+06,4,10.02,0,3.68753307498992,0,100,0,0,0,0,0,0,159,1
"160",159000,1379000,1e+06,4.09,10.31,0,3.79425804689527,0,100,0,0,0,0,0,0,160,1
"161",169000,1379000,999388.49,3.09,7.74,0,2.84845361858606,0,100,0,0,0,0,0,0,161,1
"162",179000,1379000,999064.45,5.36,13.46,0,5.79981306381524,0,100,0,0,0,0,0,0,162,1
"163",189000,1379000,1e+06,1.43,3.59,0,1.63215634226799,0,100,0,0,0,0,0,0,163,1
"164",199000,1379000,1e+06,0.79,1.98,0,0.900186479091644,0,100,0,0,0,0,0,0,164,1
"165",209000,1379000,997818.12,541.06,1353.63,0,627.385117638856,0,97,3,0,0,0,0,0,165,1
"166",219000,1379000,1e+06,5375.11,13443.78,1,6513.2904679291,0,61,38,1,0,0,0,0,166,1
"167",229000,1379000,1e+06,15788.94,59012.99,13,28651.1702594161,0,41,44,5,8,0,2,0,167,1
"168",239000,1379000,1e+06,4853.49,12138.58,0,5865.79176669568,0,60,40,0,0,0,0,0,168,1
"169",249000,1379000,999486.91,3090.07,7729.55,1,3762.16279840842,0,72,28,0,0,0,0,0,169,1
"170",259000,1379000,997323.21,3371.27,8433.22,1,4053.10607246496,0,77,23,0,0,0,0,0,170,1
"171",269000,1379000,1e+06,2954.67,7392.05,1,3633.72952149715,0,82,18,0,0,0,0,0,171,1
"172",279000,1379000,1e+06,5482.28,13712.32,1,6740.60133967269,0,54,46,0,0,0,0,0,172,1
"173",289000,1379000,1e+06,16248.35,52321.75,13,25398.6882049376,0,36,50,8,4,0,0,2,173,1
"174",299000,1379000,1e+06,4115.44,10291.64,5,4959.74180771131,0,79,16,5,0,0,0,0,174,1
"175",309000,1379000,1e+06,753.27,1884.93,0,911.823004405945,0,94,6,0,0,0,0,0,175,1
"176",319000,1379000,998108.21,174.34,436.47,0,214.55670984555,0,100,0,0,0,0,0,0,176,1
"177",329000,1379000,999762.46,167.08,418.1,0,276.536492168903,0,98,2,0,0,0,0,0,177,1
"178",339000,1379000,1e+06,2173.09,6331.98,1,3648.96546556055,0,87,9,4,0,0,0,0,178,1
"179",349000,1379000,1e+06,918.99,2299.12,0,1520.66629050858,0,91,9,0,0,0,0,0,179,1
"180",119000,1369000,1e+06,6.68,16.78,0,6.1753298137337,0,100,0,0,0,0,0,0,180,1
"181",129000,1369000,1e+06,4.72,11.84,0,4.35732440836728,0,100,0,0,0,0,0,0,181,1
"182",139000,1369000,1e+06,1.19,3,0,1.10405178740621,0,100,0,0,0,0,0,0,182,1
"183",149000,1369000,1e+06,61.09,152.92,0,56.277200749144,0,100,0,0,0,0,0,0,183,1
"184",159000,1369000,1e+06,2.37,5.95,0,2.1897027362138,0,100,0,0,0,0,0,0,184,1
"185",169000,1369000,998982.22,3.23,8.1,0,2.98093988373876,0,100,0,0,0,0,0,0,185,1
"186",179000,1369000,999019.65,2.01,5.04,0,2.03584779798984,0,100,0,0,0,0,0,0,186,1
"187",189000,1369000,1e+06,2318.63,8738.68,1,3972.95044335723,0,97,1,2,0,0,0,0,187,1
"188",199000,1369000,1e+06,249.71,625.15,0,284.217979229987,0,100,0,0,0,0,0,0,188,1
"189",209000,1369000,998384.06,1404.48,3513.12,1,1597.20365419239,0,92,8,0,0,0,0,0,189,1
"190",219000,1369000,1e+06,8157.85,23319.6,3,11153.9704284966,0,49,49,2,0,0,0,0,190,1
"191",229000,1369000,1e+06,5722.82,14320.56,2,6970.17007475719,0,49,51,0,0,0,0,0,191,1
"192",239000,1369000,1e+06,4885.95,12218.87,2,5947.22567042336,0,61,38,1,0,0,0,0,192,1
"193",249000,1369000,997435.22,2452.13,6133.73,0,2956.10775957257,0,83,17,0,0,0,0,0,193,1
"194",259000,1369000,999964.02,1603.23,4012.01,0,1748.35450676363,0,97,3,0,0,0,0,0,194,1
"195",269000,1369000,1e+06,6353.51,22489.05,2,11055.0016259402,0,70,27,0,2,0,1,0,195,1
"196",279000,1369000,1e+06,12525.88,38048.46,11,18635.2631644653,0,38,54,5,1,2,0,0,196,1
"197",289000,1369000,999922.23,42149.23,230664.38,41,111554.093142819,0,45,32,3,5,2,0,13,197,1
"198",299000,1369000,998895.51,1750.9,4379.83,2,2143.53690832108,0,87,13,0,0,0,0,0,198,1
"199",309000,1369000,998638.23,126.92,317.76,0,150.352406794205,0,100,0,0,0,0,0,0,199,1
"200",319000,1369000,998401.71,2.4,6.02,0,3.98170214891434,0,100,0,0,0,0,0,0,200,1
"201",329000,1369000,1e+06,437.35,2001.93,0,1324.10114445165,0,99,0,1,0,0,0,0,201,1
"202",339000,1369000,1e+06,2101.93,6775.32,4,4360.22844583914,0,96,1,3,0,0,0,0,202,1
"203",349000,1369000,1e+06,431.36,1079.29,0,713.855703907088,0,98,2,0,0,0,0,0,203,1
"204",359000,1369000,1e+06,2538.18,6347.23,0,4120.78395133838,0,83,14,3,0,0,0,0,204,1
"205",99000,1359000,995909.25,4583.64,11695.15,6,6548.62615859136,0,84,12,4,0,0,0,0,205,1
