"","x","y","land","built_s","built_v","pop","smod.10","smod.11","smod.12","smod.13","smod.21","smod.22","smod.23","smod.30","SCHOOLS"
"10389",-1442000,1300000,970807.07,964.77,3917.13,1681.41898825392,0,96,3,1,0,0,0,0,"0"
"10390",-1432000,1300000,998344.85,4399.09,11000.33,9129.52300213649,0,69,23,8,0,0,0,0,"0"
"10391",-1422000,1300000,999004.99,1242.99,3108.26,3249.38964074105,0,87,11,2,0,0,0,0,"0"
"10392",-1412000,1300000,1e+06,758.83,1897.54,1525.26152877882,0,92,8,0,0,0,0,0,"0"
"10393",-1402000,1300000,998776.18,770.22,1926.18,1535.46605163626,0,89,11,0,0,0,0,0,"0"
"10394",-1392000,1300000,1e+06,1275.86,3190.52,2535.96864772215,0,83,17,0,0,0,0,0,"0"
"10395",-1382000,1300000,1e+06,1149.11,2873.29,2005.76668627188,0,88,12,0,0,0,0,0,"0"
"10396",-1372000,1300000,999302.67,944.82,2362.39,1323.51158352196,0,90,10,0,0,0,0,0,"0"
"10397",-1362000,1300000,989425.29,1084.87,2712.86,1229.80055832397,0,91,9,0,0,0,0,0,"0"
"10398",-1352000,1300000,997091.9,429.1,1073.24,931.128047475591,0,96,4,0,0,0,0,0,"0"
"10399",-1342000,1300000,999382.64,1502.61,4547.01,4527.53417073563,0,86,12,0,0,2,0,0,"0"
"10400",-1332000,1300000,993763.25,1664.75,4162.69,4137.71594509855,0,80,19,1,0,0,0,0,"0"
"10401",-1322000,1300000,996572.06,1784.2,4461.46,4264.24525507912,0,71,28,1,0,0,0,0,"0"
"10402",-1312000,1300000,999243.19,2478,6196.08,5666.40906138159,0,71,27,2,0,0,0,0,"0"
"10403",-1302000,1300000,999058.7,2618.47,6547.32,4823.13065874763,0,74,26,0,0,0,0,0,"0"
"10404",-1292000,1300000,1e+06,2794.25,6987.03,4835.31350933947,0,77,18,5,0,0,0,0,"0"
"10405",-1282000,1300000,990614.28,3001.12,7504.48,5443.1891878806,0,78,19,3,0,0,0,0,"0"
"10406",-1272000,1300000,985751.08,3031,7579.14,5647.55838193744,0,76,21,3,0,0,0,0,"0"
"10407",-1262000,1300000,993245.96,828.95,2072.94,1294.68313900381,0,93,7,0,0,0,0,0,"0"
"10408",-1252000,1300000,857614.71,1925.08,5750.16,3431.0465305727,13,78,6,3,0,0,0,0,"0"
"10409",-1242000,1300000,943913.83,979.65,2449.63,1393.1197982505,4,88,8,0,0,0,0,0,"0"
"10410",-1232000,1300000,859715.28,856.33,2141.33,1290.93636025861,13,80,7,0,0,0,0,0,"0"
"10411",-1222000,1300000,1e+06,2979.29,7449.99,3952.84353122488,0,74,26,0,0,0,0,0,"0"
"10412",-1212000,1300000,1e+06,4563.43,11410.76,4538.03896999359,0,73,26,1,0,0,0,0,"0"
"10413",-1202000,1300000,999955,4464.72,11164.37,5717.53337937966,0,74,25,1,0,0,0,0,"0"
"10414",-1192000,1300000,997153.98,5760.88,14404.8,9182.93865655735,0,52,44,4,0,0,0,0,"0"
"10415",-1182000,1300000,997876.27,7366.89,19893.83,12626.0589728551,0,51,40,9,0,0,0,0,"0"
"10416",-1172000,1300000,997021.34,4156.5,10393.76,5249.13093937002,0,70,27,3,0,0,0,0,"0"
"10417",-1162000,1300000,999686.62,3313.61,8286.33,4165.97968963533,0,69,31,0,0,0,0,0,"0"
"10418",-1152000,1300000,1e+06,1266.03,3165.96,1591.69680434745,0,89,11,0,0,0,0,0,"0"
"10419",-1142000,1300000,998901.62,1804.9,4513.58,2423.23006777,0,80,20,0,0,0,0,0,"0"
"10420",-1132000,1300000,999004.92,917.21,2293.69,1296.48387928866,0,92,8,0,0,0,0,0,"0"
"10421",-1122000,1300000,998812.81,1127.03,2818.58,1593.17238554545,0,91,9,0,0,0,0,0,"0"
"10422",-1112000,1300000,998948.88,726.98,1817.94,1130.95175802149,0,96,3,1,0,0,0,0,"0"
"10423",-1102000,1300000,1e+06,39.41,98.78,67.8959430642426,0,100,0,0,0,0,0,0,"0"
"10424",-1092000,1300000,999568.22,1209.13,3023.39,2618.05209055171,0,92,5,3,0,0,0,0,"0"
"10425",-1082000,1300000,997359.88,349.77,874.81,654.072313081473,0,98,2,0,0,0,0,0,"0"
"10426",-1072000,1300000,999825.27,1025.14,2563.42,1939.0952141583,0,95,3,2,0,0,0,0,"0"
"10427",-1062000,1300000,999201.5,380.61,951.83,559.254645092413,0,97,3,0,0,0,0,0,"0"
"10428",-1052000,1300000,997373.31,136.81,342.13,239.235304497182,0,99,1,0,0,0,0,0,"0"
"10429",-1042000,1300000,997185.4,1.3,3.25,2.2725710272789,0,100,0,0,0,0,0,0,"0"
"10430",-1032000,1300000,989503.47,56.57,141.44,98.902291238308,0,99,1,0,0,0,0,0,"0"
"10431",-1022000,1300000,985935.19,1.41,3.54,3.27747888490558,0,100,0,0,0,0,0,0,"0"
"10432",-1012000,1300000,993775.2,0.38,0.95,1.35477793216705,0,100,0,0,0,0,0,0,"0"
"10433",-1002000,1300000,984449.8,1.95,4.91,3.01388939097524,0,100,0,0,0,0,0,0,"0"
"10434",-992000,1300000,997920.8,13.98,35.07,16.9792228126898,0,100,0,0,0,0,0,0,"0"
"10435",-982000,1300000,999902.01,111.88,279.85,215.109665911644,0,99,1,0,0,0,0,0,"0"
"10436",-972000,1300000,1e+06,25.32,63.51,51.8663453925401,0,100,0,0,0,0,0,0,"0"
"10437",-962000,1300000,991982.56,626.15,1566.72,1358.37610544451,0,97,2,1,0,0,0,0,"0"
"10438",-952000,1300000,1e+06,2591.73,6480.68,4826.5567778193,0,89,4,7,0,0,0,0,"0"
"10439",-942000,1300000,1e+06,1193.3,2984.17,891.985183793353,0,97,3,0,0,0,0,0,"0"
"10440",-932000,1300000,1e+06,1284.35,3212.06,155.653956839117,0,100,0,0,0,0,0,0,"0"
"10441",-922000,1300000,1e+06,1904.69,5715.22,276.955165766296,0,99,1,0,0,0,0,0,"1"
"10442",-912000,1300000,992377.89,1909.17,4859.6,2545.15985675436,0,94,3,3,0,0,0,0,"0"
"10443",-902000,1300000,999293.06,1972.18,6955.68,8057.6544251442,0,90,5,5,0,0,0,0,"0"
"10444",-892000,1300000,1e+06,1015.91,3612.57,4184.90221240371,0,95,1,4,0,0,0,0,"0"
"10445",-882000,1300000,998894.63,5876.07,25238.87,14613.2130100932,0,89,5,0,4,0,2,0,"0"
"10446",-872000,1300000,999368.35,56.19,140.88,51.2073174798861,0,100,0,0,0,0,0,0,"0"
"10447",-862000,1300000,998439.6,1124.98,3643.87,2599.799066843,0,98,1,1,0,0,0,0,"0"
"10448",-852000,1300000,991124.6,906.98,2355.62,2010.28506481647,0,97,1,2,0,0,0,0,"0"
"10449",-842000,1300000,1e+06,508.28,1270.97,1303.33887926117,0,97,0,3,0,0,0,0,"0"
"10450",-832000,1300000,1e+06,527.07,3262.15,1750.86566701717,0,97,2,1,0,0,0,0,"0"
"10451",-1442000,1290000,841730.71,1333.25,3333.79,3438.67181560863,15,76,7,2,0,0,0,0,"0"
"10452",-1432000,1290000,998894.06,6486.63,16220.1,13992.8884889483,0,52,33,15,0,0,0,0,"0"
"10453",-1422000,1290000,1e+06,783.33,1958.96,2031.85515392199,0,86,13,1,0,0,0,0,"0"
"10454",-1412000,1290000,1e+06,785.04,1963.25,1935.88012231328,0,90,9,1,0,0,0,0,"0"
"10455",-1402000,1290000,1e+06,879.23,2198.76,1752.75483719073,0,89,11,0,0,0,0,0,"0"
"10456",-1392000,1290000,1e+06,3017,9420.75,7509.80792106316,0,76,21,0,2,0,1,0,"0"
"10457",-1382000,1290000,1e+06,1498.66,3747.2,2762.09159184061,0,84,15,1,0,0,0,0,"0"
"10458",-1372000,1290000,996184.95,915.44,2289.04,1321.66827966273,0,89,11,0,0,0,0,0,"0"
"10459",-1362000,1290000,996239.54,782.35,1956.25,1866.16663990356,0,93,7,0,0,0,0,0,"0"
"10460",-1352000,1290000,1e+06,565.33,1413.74,659.162665246986,0,97,3,0,0,0,0,0,"0"
"10461",-1342000,1290000,993747.47,2206.26,5516.93,5861.69627259392,0,76,18,1,0,5,0,0,"0"
"10462",-1332000,1290000,997453.49,1536.56,3842.3,5363.81438102573,0,67,33,0,0,0,0,0,"0"
"10463",-1322000,1290000,993983.18,3317.85,8295.81,10287.29416297,0,76,9,15,0,0,0,0,"0"
"10464",-1312000,1290000,990794.16,4190.41,10477.57,8923.63512494601,0,66,29,5,0,0,0,0,"0"
"10465",-1302000,1290000,994498.39,2825.74,7065.75,5315.15647467598,0,78,17,5,0,0,0,0,"0"
"10466",-1292000,1290000,990862.84,4929.66,12326.78,10801.2362704836,0,59,33,8,0,0,0,0,"0"
"10467",-1282000,1290000,999662.47,2444.09,6111.6,6773.4821293652,0,72,22,6,0,0,0,0,"1"
"10468",-1272000,1290000,998850.26,2506.26,6267.35,6950.53510823846,0,74,22,4,0,0,0,0,"0"
"10469",-1262000,1290000,991351.25,1186.51,2966.96,3145.64537111856,0,84,15,1,0,0,0,0,"0"
"10470",-1252000,1290000,998009.7,783.31,1958.78,1114.39411662146,0,94,6,0,0,0,0,0,"0"
"10471",-1242000,1290000,1e+06,1796.38,6063.38,3448.25563662686,0,90,9,1,0,0,0,0,"0"
"10472",-1232000,1290000,929409.24,435.14,1089.09,601.524418558926,3,91,6,0,0,0,0,0,"0"
"10473",-1222000,1290000,997839.85,478.04,1195.56,581.617989238351,0,97,3,0,0,0,0,0,"0"
"10474",-1212000,1290000,999972.82,2334.4,5837.53,2391.53661042266,0,86,14,0,0,0,0,0,"0"
"10475",-1202000,1290000,999806.09,6697.76,16748.17,6119.16027091443,0,64,35,1,0,0,0,0,"0"
"10476",-1192000,1290000,998595.23,4853.41,12136.15,7296.02209265902,0,61,35,4,0,0,0,0,"0"
"10477",-1182000,1290000,1e+06,4992.43,12484.16,8140.90940959938,0,55,41,4,0,0,0,0,"0"
"10478",-1172000,1290000,1e+06,3593.32,8985.49,4980.73635793198,0,67,33,0,0,0,0,0,"0"
"10479",-1162000,1290000,1e+06,1356.13,3391.54,1705.10790518206,0,88,12,0,0,0,0,0,"0"
"10480",-1152000,1290000,1e+06,421.36,1054.05,529.927113739774,0,99,1,0,0,0,0,0,"0"
"10481",-1142000,1290000,999334.35,1975.65,4940.26,2490.28426607046,0,83,17,0,0,0,0,0,"0"
"10482",-1132000,1290000,996856.8,368.1,920.66,511.382960622199,0,97,3,0,0,0,0,0,"0"
"10483",-1122000,1290000,999180.14,1210.53,3027.1,1735.4010333959,0,90,10,0,0,0,0,0,"0"
"10484",-1112000,1290000,1e+06,544.51,1361.98,900.819892799481,0,95,5,0,0,0,0,0,"0"
"10485",-1102000,1290000,999077.2,217.86,545.07,381.141631282866,0,99,1,0,0,0,0,0,"0"
"10486",-1092000,1290000,998632.7,1002.06,2505.75,1752.15226913244,0,91,8,1,0,0,0,0,"0"
"10487",-1082000,1290000,997850.18,536.52,1341.66,969.589558176697,0,96,4,0,0,0,0,0,"0"
"10488",-1072000,1290000,994820.45,1077.5,2694.57,1956.73913094401,0,93,6,1,0,0,0,0,"0"
"10489",-1062000,1290000,998347.66,37.83,94.72,66.2332090437413,0,100,0,0,0,0,0,0,"0"
"10490",-1052000,1290000,994221.53,60.14,150.59,105.300453610718,0,100,0,0,0,0,0,0,"0"
"10491",-1042000,1290000,988277.6,3.75,9.4,6.57297479361296,0,100,0,0,0,0,0,0,"0"
"10492",-1032000,1290000,997925.26,2.44,6.13,8.7418829202652,0,100,0,0,0,0,0,0,"0"
"10493",-1022000,1290000,1e+06,2.56,6.42,9.15544651821256,0,100,0,0,0,0,0,0,"0"
"10494",-1012000,1290000,984636.31,4.77,11.97,17.0702017322183,0,100,0,0,0,0,0,0,"0"
"10495",-1002000,1290000,993803.41,7.68,19.21,11.0345636606216,0,100,0,0,0,0,0,0,"0"
"10496",-992000,1290000,999462.99,3.76,9.42,7.97445791959762,0,100,0,0,0,0,0,0,"0"
"10497",-982000,1290000,999993.95,652.66,2672.57,2262.45190818421,0,98,1,1,0,0,0,0,"0"
"10498",-972000,1290000,985842.48,3788.75,12369.88,10571.5913041178,0,90,6,2,0,0,2,0,"0"
"10499",-962000,1290000,989227.56,1113.25,3764.88,2856.60395992734,0,98,1,1,0,0,0,0,"0"
"10500",-952000,1290000,1e+06,1039.35,3406.82,2874.10116639174,0,96,2,2,0,0,0,0,"0"
"10501",-942000,1290000,999491.26,520.22,1301.27,1097.79255528934,0,95,5,0,0,0,0,0,"0"
"10502",-932000,1290000,999953.68,3264.46,8163.8,2283.93920467526,0,87,13,0,0,0,0,0,"0"
"10503",-922000,1290000,996793.48,6511.89,20817.4,1013.46711713099,0,97,3,0,0,0,0,0,"0"
"10504",-912000,1290000,985387.69,4107.72,13392.43,7278.94474848662,0,91,4,4,1,0,0,0,"0"
"10505",-902000,1290000,1e+06,404.49,1011.85,1172.15536301583,0,98,0,2,0,0,0,0,"0"
"10506",-892000,1290000,1e+06,887.72,2220.07,2356.45952907391,0,97,2,1,0,0,0,0,"0"
"10507",-882000,1290000,999667.45,61.07,152.99,93.6224936074577,0,100,0,0,0,0,0,0,"0"
"10508",-872000,1290000,1e+06,22.9,57.37,40.6489378400147,0,100,0,0,0,0,0,0,"0"
"10509",-862000,1290000,995910.4,2852.57,11710.96,8328.31620933116,0,94,1,1,0,4,0,0,"0"
"10510",-852000,1290000,989907.11,1303.28,4621.5,2474.56968445517,0,96,2,2,0,0,0,0,"0"
"10511",-842000,1290000,999852.94,810.89,2081.25,1494.83644135296,0,95,4,1,0,0,0,0,"0"
"10512",-832000,1290000,1e+06,1540.48,3851.99,2057.35980742984,0,95,4,1,0,0,0,0,"0"
"10513",-822000,1290000,998329.08,903.54,2259.24,1205.97576479986,0,98,1,1,0,0,0,0,"0"
"10514",-1432000,1280000,932723.51,6806.91,19825.49,22425.5533313081,5,50,26,5,10,0,4,0,"0"
"10515",-1422000,1280000,999768.36,2256.87,5643.79,6381.96721083298,0,75,20,5,0,0,0,0,"0"
"10516",-1412000,1280000,999600.78,992.9,2483.15,2720.980879087,0,91,6,3,0,0,0,0,"0"
"10517",-1402000,1280000,1e+06,385.28,963.69,768.027450103313,0,95,5,0,0,0,0,0,"0"
"10518",-1392000,1280000,1e+06,3481.6,9980.51,7956.02393276244,0,77,18,1,3,0,1,0,"0"
"10519",-1382000,1280000,999919.49,2424.24,6061.41,3914.97207752056,0,77,23,0,0,0,0,0,"0"
"10520",-1372000,1280000,988163.02,949.02,2373.06,2419.42090073042,0,85,15,0,0,0,0,0,"0"
"10521",-1362000,1280000,999504.35,594.54,1486.73,2262.03675840795,0,88,12,0,0,0,0,0,"0"
"10522",-1352000,1280000,999616.78,22221.08,154075.13,46278.7137690624,0,74,12,0,6,0,0,8,"1"
"10523",-1342000,1280000,987455.05,12115.42,77247.85,26011.4105972303,0,76,16,0,4,0,0,4,"1"
"10524",-1332000,1280000,998537.61,2627.58,6570.27,9455.63808023557,0,60,35,5,0,0,0,0,"0"
"10525",-1322000,1280000,998561.08,4674.76,15032.75,21667.8375148885,0,67,19,7,5,0,2,0,"0"
"10526",-1312000,1280000,996090.76,2345.64,5864.94,8317.67588986829,0,79,12,9,0,0,0,0,"0"
"10527",-1302000,1280000,994666.89,2909.51,7275.3,7851.65489763021,0,70,26,4,0,0,0,0,"0"
"10528",-1292000,1280000,997957.07,2821.41,7055.46,7807.54236452095,0,65,31,4,0,0,0,0,"0"
"10529",-1282000,1280000,998983.32,1393.34,3484.5,3864.33493375778,0,81,19,0,0,0,0,0,"0"
"10530",-1272000,1280000,1e+06,2070.81,5178.5,5742.99281078577,0,78,17,5,0,0,0,0,"0"
"10531",-1262000,1280000,1e+06,2643.88,6611.02,5749.48743096367,0,76,21,3,0,0,0,0,"0"
"10532",-1252000,1280000,999888.44,1769.39,4424.28,2516.09635446966,0,85,15,0,0,0,0,0,"0"
"10533",-1242000,1280000,1e+06,1170.53,2927.1,1664.64728129841,0,92,8,0,0,0,0,0,"0"
"10534",-1232000,1280000,997814.62,657.69,1644.74,931.946756213904,0,97,3,0,0,0,0,0,"0"
"10535",-1222000,1280000,1e+06,798.89,1997.98,1095.02488466352,0,93,7,0,0,0,0,0,"0"
"10536",-1212000,1280000,1e+06,3221.29,8055.23,3898.38836506754,0,76,23,1,0,0,0,0,"0"
"10537",-1202000,1280000,999156.1,60244.14,480547.68,87901.5166398026,0,55,19,0,8,0,0,18,"1"
"10538",-1192000,1280000,999194.27,6483.58,30688.08,7776.97245381773,0,75,20,2,2,0,0,1,"0"
"10539",-1182000,1280000,999936.4,760.02,1900.96,1154.35973183438,0,95,5,0,0,0,0,0,"0"
"10540",-1172000,1280000,997729.41,1027.35,2569.02,1349.72905541863,0,90,10,0,0,0,0,0,"0"
"10541",-1162000,1280000,999862.05,950.62,2377.44,1195.26579090767,0,93,7,0,0,0,0,0,"0"
"10542",-1152000,1280000,999559.67,290.9,727.59,365.860064774752,0,98,2,0,0,0,0,0,"0"
"10543",-1142000,1280000,999989.03,563.51,1409.31,730.264229267835,0,96,4,0,0,0,0,0,"0"
"10544",-1132000,1280000,998880.89,397.64,994.69,882.719248429873,0,98,2,0,0,0,0,0,"0"
"10545",-1122000,1280000,999940.16,378.69,947.12,1223.12201651558,0,95,5,0,0,0,0,0,"0"
"10546",-1112000,1280000,1e+06,387.14,968.49,677.219179786742,0,98,2,0,0,0,0,0,"0"
"10547",-1102000,1280000,1e+06,329.16,1145.99,801.336518324912,0,97,3,0,0,0,0,0,"0"
"10548",-1092000,1280000,999692.82,147.39,368.89,257.947301022708,0,100,0,0,0,0,0,0,"0"
"10549",-1082000,1280000,997403.95,88.58,221.66,154.996336109936,0,99,1,0,0,0,0,0,"0"
"10550",-1072000,1280000,996909.66,1001.18,2503.65,1749.70488730818,0,96,2,2,0,0,0,0,"0"
"10551",-1062000,1280000,992158.83,255.24,638.6,446.542727090418,0,99,1,0,0,0,0,0,"0"
"10552",-1052000,1280000,988248.75,144.71,429.6,300.398929849267,0,99,1,0,0,0,0,0,"0"
"10553",-1042000,1280000,999019.47,88.18,220.51,303.482955873013,0,98,2,0,0,0,0,0,"0"
"10554",-1032000,1280000,1e+06,53.97,134.96,192.464033521712,0,99,1,0,0,0,0,0,"0"
"10555",-1022000,1280000,1e+06,1.07,2.69,3.83616074174642,0,100,0,0,0,0,0,0,"0"
"10556",-1012000,1280000,997592.35,0.98,2.45,3.49390110373497,0,100,0,0,0,0,0,0,"0"
"10557",-1002000,1280000,998229.56,211.89,529.83,943.490098416805,0,98,1,1,0,0,0,0,"0"
"10558",-992000,1280000,999898.83,923.3,3760.3,3289.38944660686,0,97,2,1,0,0,0,0,"0"
"10559",-982000,1280000,1e+06,626.13,2684.41,2272.47502240353,0,98,1,1,0,0,0,0,"0"
"10560",-972000,1280000,994968.71,4205.49,19582.92,16562.4018304907,0,93,2,0,4,0,1,0,"0"
"10561",-962000,1280000,990569.91,978.55,2461.75,2161.99442351609,0,94,3,2,1,0,0,0,"0"
"10562",-952000,1280000,999142.35,2121.6,8770.9,7399.40881497786,0,97,0,1,1,0,1,0,"0"
"10563",-942000,1280000,999219.44,821.04,2053.12,1732.0769981388,0,94,5,1,0,0,0,0,"0"
"10564",-932000,1280000,997505.47,7053.12,20819.81,6596.43244393077,0,72,23,2,3,0,0,0,"1"
"10565",-922000,1280000,984353.32,129821.53,824218.71,305831.324429391,0,19,14,1,15,0,1,50,"1"
"10566",-912000,1280000,998015.63,1800.18,5366.11,11914.4020714089,0,87,7,3,2,0,1,0,"0"
"10567",-902000,1280000,1e+06,423.74,1059.62,881.874528069049,0,98,1,1,0,0,0,0,"0"
"10568",-892000,1280000,1e+06,3863.3,15514.47,8572.139408404,0,94,1,0,3,0,2,0,"0"
"10569",-882000,1280000,1e+06,164.48,508.99,303.841131770983,0,99,1,0,0,0,0,0,"0"
"10570",-872000,1280000,999849.42,137.05,342.93,245.330477960408,0,98,2,0,0,0,0,0,"0"
"10571",-862000,1280000,998242.49,1004.36,3371.43,2411.90484035015,0,98,1,1,0,0,0,0,"0"
"10572",-852000,1280000,988710.15,540.91,2280.48,1229.12464132905,0,99,0,1,0,0,0,0,"0"
"10573",-842000,1280000,1e+06,474.13,1185.92,633.403550568968,0,98,2,0,0,0,0,0,"0"
"10574",-832000,1280000,1e+06,292.07,730.58,390.205042017623,0,98,2,0,0,0,0,0,"0"
"10575",-822000,1280000,998291.71,271.88,680.07,363.227494070307,0,99,1,0,0,0,0,0,"0"
"10576",-812000,1280000,998837.63,832.65,2082.08,1110.98692536633,0,98,1,1,0,0,0,0,"0"
"10577",-1432000,1270000,765244.06,4081.7,13770.92,14680.0913612619,19,43,30,4,2,0,2,0,"0"
"10578",-1422000,1270000,996301.44,1555.52,3889.97,4098.84434146434,0,82,16,2,0,0,0,0,"0"
"10579",-1412000,1270000,988327.23,531.96,1330.55,1209.65537456795,0,94,6,0,0,0,0,0,"0"
"10580",-1402000,1270000,1e+06,252.43,631.44,431.377504248172,0,98,2,0,0,0,0,0,"0"
"10581",-1392000,1270000,959992.93,1013.72,2535.04,1739.2179278601,2,88,10,0,0,0,0,0,"0"
"10582",-1382000,1270000,998422.61,2242.95,5608.29,3238.36624750495,0,84,14,2,0,0,0,0,"0"
"10583",-1372000,1270000,989813.37,1473.32,3684.03,3509.4719108548,0,81,17,2,0,0,0,0,"0"
"10584",-1362000,1270000,999253.77,2391.55,5980.36,8797.62708149198,0,77,15,2,0,6,0,0,"0"
"10585",-1352000,1270000,995364.12,1006.87,3122.15,1262.28345279768,0,91,9,0,0,0,0,0,"0"
"10586",-1342000,1270000,993028.31,1477.23,3986.47,4195.70037649851,0,78,19,3,0,0,0,0,"0"
"10587",-1332000,1270000,990912.73,2877.63,7195.66,9128.54605780169,0,62,29,9,0,0,0,0,"0"
"10588",-1322000,1270000,999157.88,3109.07,7773.66,11204.7630807199,0,65,24,11,0,0,0,0,"0"
"10589",-1312000,1270000,1e+06,1886.63,4717.31,6799.41506310925,0,81,14,5,0,0,0,0,"0"
"10590",-1302000,1270000,996052.08,2866.84,7168.71,7135.59521441534,0,77,18,5,0,0,0,0,"0"
"10591",-1292000,1270000,999386.09,2535.3,6339.95,6889.94441604242,0,78,17,5,0,0,0,0,"0"
"10592",-1282000,1270000,997055.12,1972.26,4932.28,4855.92634668154,0,81,18,1,0,0,0,0,"0"
"10593",-1272000,1270000,999849.21,3824.2,9562.87,8405.26234954922,0,69,21,10,0,0,0,0,"0"
"10594",-1262000,1270000,1e+06,1696.52,4242.57,3361.48121378943,0,86,13,1,0,0,0,0,"0"
"10595",-1252000,1270000,1e+06,1421.1,3553.56,2148.83802882023,0,91,9,0,0,0,0,0,"0"
"10596",-1242000,1270000,1e+06,975.87,2440.14,1387.71220373362,0,91,9,0,0,0,0,0,"0"
"10597",-1232000,1270000,998401.01,9040.18,45745.64,25943.9575419743,0,84,9,0,3,0,4,0,"1"
"10598",-1222000,1270000,998064.43,4653.44,15736,8628.75488721207,0,85,9,0,0,6,0,0,"1"
"10599",-1212000,1270000,999870.21,2197.92,5496.38,3114.81087294966,0,88,12,0,0,0,0,0,"0"
"10600",-1202000,1270000,1e+06,1858.07,4949.41,2777.44355214573,0,83,17,0,0,0,0,0,"0"
"10601",-1192000,1270000,998743.1,2569.68,6426.08,3898.51265886426,0,85,13,2,0,0,0,0,"0"
"10602",-1182000,1270000,999671.98,1540.56,3852.71,2337.32520736568,0,87,13,0,0,0,0,0,"0"
"10603",-1172000,1270000,998577.72,554.89,1387.97,763.621364592575,0,98,2,0,0,0,0,0,"0"
"10604",-1162000,1270000,997976.4,606.64,1517.23,783.445377944969,0,99,1,0,0,0,0,0,"0"
"10605",-1152000,1270000,998493.16,376.39,941.31,496.697806283832,0,98,2,0,0,0,0,0,"0"
"10606",-1142000,1270000,999729.59,1474.28,3686.37,1945.19369380176,0,88,12,0,0,0,0,0,"0"
"10607",-1132000,1270000,998852.78,1054.69,2637.53,2186.19394609146,0,86,14,0,0,0,0,0,"0"
"10608",-1122000,1270000,999638,634.05,1585.83,3743.5786466524,0,81,19,0,0,0,0,0,"0"
"10609",-1112000,1270000,1e+06,1635.73,4090.76,2867.88186256774,0,85,15,0,0,0,0,0,"0"
"10610",-1102000,1270000,1e+06,2790.05,11583.36,8084.65010648407,0,92,3,5,0,0,0,0,"0"
"10611",-1092000,1270000,999512.42,565.14,2264.16,1583.21984481067,0,99,0,1,0,0,0,0,"0"
"10612",-1082000,1270000,999836.51,930.91,2328.01,1627.86710605025,0,96,2,2,0,0,0,0,"0"
"10613",-1072000,1270000,989347.51,1059.65,2650.13,1853.11037294567,0,94,4,2,0,0,0,0,"0"
"10614",-1062000,1270000,992285.65,227.65,569.59,398.287305943668,0,100,0,0,0,0,0,0,"0"
"10615",-1052000,1270000,999917.44,114.33,285.93,199.937300480902,0,98,2,0,0,0,0,0,"0"
"10616",-1042000,1270000,999380.01,632.51,2541.62,3623.93355020508,0,97,0,3,0,0,0,0,"0"
"10617",-1032000,1270000,1e+06,36.24,90.61,129.217295333743,0,99,1,0,0,0,0,0,"0"
"10618",-1022000,1270000,1e+06,11.02,27.58,39.331342279911,0,100,0,0,0,0,0,0,"0"
"10619",-1012000,1270000,994713.07,6.06,15.17,27.0138443112373,0,100,0,0,0,0,0,0,"0"
"10620",-1002000,1270000,1e+06,259.11,647.89,1153.72441770136,0,98,0,2,0,0,0,0,"0"
"10621",-992000,1270000,1e+06,559.98,1400.16,2493.32261051238,0,98,1,1,0,0,0,0,"0"
"10622",-982000,1270000,1e+06,676.15,1690.77,2029.64733020961,0,93,6,1,0,0,0,0,"0"
"10623",-972000,1270000,997766.55,1051.3,3790.27,3309.3551714588,0,96,2,2,0,0,0,0,"0"
"10624",-962000,1270000,992892.64,798.39,1997.16,2389.07465703972,0,94,2,4,0,0,0,0,"0"
"10625",-952000,1270000,998800.39,197.42,494.01,673.963870817795,0,97,3,0,0,0,0,0,"0"
"10626",-942000,1270000,1e+06,626.74,1567.25,2203.43006583862,0,96,3,1,0,0,0,0,"0"
"10627",-932000,1270000,995588.86,2434.86,6857.78,8882.1142947115,0,87,6,7,0,0,0,0,"0"
"10628",-922000,1270000,998113.88,2705.9,6766.43,9050.71691538766,0,80,11,1,8,0,0,0,"0"
"10629",-912000,1270000,998652.51,1370.75,3427.86,3240.80648302287,0,87,10,3,0,0,0,0,"0"
"10630",-902000,1270000,998863.19,3337.63,11838.79,7064.86075508222,0,91,3,6,0,0,0,0,"0"
"10631",-892000,1270000,1e+06,451.27,1128.65,623.607838433236,0,98,2,0,0,0,0,0,"0"
"10632",-882000,1270000,1e+06,1912.45,7609.47,4204.42577137985,0,95,3,2,0,0,0,0,"0"
"10633",-872000,1270000,997334.99,1556.16,4788.49,3422.03078523092,0,98,0,2,0,0,0,0,"0"
"10634",-862000,1270000,1e+06,11.07,27.73,19.8379089385271,0,100,0,0,0,0,0,0,"0"
"10635",-852000,1270000,992230.8,147.97,426.64,230.732347309589,0,99,1,0,0,0,0,0,"0"
"10636",-842000,1270000,1e+06,26.2,65.71,35.0959147885442,0,100,0,0,0,0,0,0,"0"
"10637",-832000,1270000,1e+06,35.78,89.82,47.9731407575309,0,100,0,0,0,0,0,0,"0"
"10638",-822000,1270000,999752.77,2605.95,10088.91,5388.51810710318,0,94,2,4,0,0,0,0,"0"
"10639",-812000,1270000,1e+06,1228.05,4468.87,2386.83733413741,0,99,0,1,0,0,0,0,"0"
"10640",-802000,1270000,1e+06,18.36,46.04,24.5901067126542,0,100,0,0,0,0,0,0,"0"
"10641",-1412000,1260000,849277.44,423.34,1058.84,728.627752833068,5,89,6,0,0,0,0,0,"0"
"10642",-1402000,1260000,942568.79,960.03,2400.88,1639.69707703218,0,92,8,0,0,0,0,0,"0"
