"","x","y","land","built_s","built_v","pop","smod.10","smod.11","smod.12","smod.13","smod.21","smod.22","smod.23","smod.30","SCHOOLS"
"9201",-1342000,1560000,1e+06,907.92,2270.09,1080.55544875003,0,95,4,1,0,0,0,0,"0"
"9202",-1342000,1550000,1e+06,353.89,885.02,412.338757354766,0,96,4,0,0,0,0,0,"0"
"9203",-1332000,1550000,1e+06,2444.48,6112.33,2847.78937900625,0,79,21,0,0,0,0,0,"0"
"9204",-1322000,1550000,1e+06,3893.76,11294.2,5261.27704989351,0,83,14,3,0,0,0,0,"1"
"9205",-1312000,1550000,998190.82,543.54,1359.38,632.701521184296,0,96,4,0,0,0,0,0,"0"
"9206",-1302000,1550000,1e+06,13.06,32.74,19.3885674029589,0,100,0,0,0,0,0,0,"0"
"9207",-1292000,1550000,1e+06,2638.09,6597.1,3919.45208863541,0,76,22,2,0,0,0,0,"1"
"9208",-1342000,1540000,1e+06,1682.71,4207.71,1981.59364976361,0,89,11,0,0,0,0,0,"0"
"9209",-1332000,1540000,1e+06,5686.88,14219.72,6695.49749021232,0,75,19,6,0,0,0,0,"1"
"9210",-1322000,1540000,1e+06,3731.28,9329.63,4346.75830405951,0,84,13,3,0,0,0,0,"0"
"9211",-1312000,1540000,998716.45,32136.76,166607.05,40064.0778098879,0,56,27,0,9,0,8,0,"1"
"9212",-1302000,1540000,998290.17,1328.73,3323.71,1648.51404329296,0,86,14,0,0,0,0,0,"0"
"9213",-1272000,1540000,1e+06,764.98,1914.09,1958.18936762586,0,92,8,0,0,0,0,0,"0"
"9214",-1342000,1530000,1e+06,8052.34,20388.7,9634.44194359146,0,65,26,3,6,0,0,0,"0"
"9215",-1332000,1530000,1e+06,12278.32,51633.9,24486.7855003327,0,66,22,6,3,0,3,0,"1"
"9216",-1322000,1530000,1e+06,5329.69,15691.57,8088.87018416077,0,82,12,6,0,0,0,0,"0"
"9217",-1312000,1530000,1e+06,4043.99,10111.94,5068.12380312849,0,78,18,4,0,0,0,0,"0"
"9218",-1302000,1530000,996294.49,506.96,1268.32,735.265537593514,0,96,4,0,0,0,0,0,"0"
"9219",-1292000,1530000,1e+06,69.88,174.85,111.348643576726,0,100,0,0,0,0,0,0,"0"
"9220",-1282000,1530000,1e+06,1179.67,2950.15,2992.61199774779,0,90,9,1,0,0,0,0,"1"
"9221",-1272000,1530000,1e+06,780.24,1952.24,1980.67601291649,0,91,9,0,0,0,0,0,"0"
"9222",-1262000,1530000,1e+06,1060.76,2653.22,2336.85534448363,0,86,14,0,0,0,0,0,"0"
"9223",-1252000,1530000,999748.33,482.57,1207.04,1176.01778793521,0,93,7,0,0,0,0,0,"0"
"9224",-1142000,1530000,998445.58,42.98,107.52,93.7270328514277,0,99,1,0,0,0,0,0,"0"
"9225",-1132000,1530000,997744.07,821.95,2055.43,2611.86757794395,0,94,4,2,0,0,0,0,"0"
"9226",-912000,1530000,998107.74,205.52,513.92,316.084226522595,0,97,3,0,0,0,0,0,"0"
"9227",-902000,1530000,999625.62,127.18,318.02,195.596795260906,0,99,1,0,0,0,0,0,"0"
"9228",-1342000,1520000,997908.05,2687.63,6720.43,3176.32807898987,0,82,18,0,0,0,0,0,"0"
"9229",-1332000,1520000,992318.82,3116.31,8881.82,4470.86542008817,0,83,16,1,0,0,0,0,"0"
"9230",-1322000,1520000,991326.77,1573.3,3934.31,2059.27163654193,0,91,8,1,0,0,0,0,"0"
"9231",-1312000,1520000,1e+06,2614.77,6538.4,3400.75348850526,0,88,10,2,0,0,0,0,"0"
"9232",-1302000,1520000,997944.19,673.21,1683.91,929.454333597794,0,94,6,0,0,0,0,0,"0"
"9233",-1292000,1520000,998439.39,167.77,419.85,291.160491794348,0,99,1,0,0,0,0,0,"0"
"9234",-1282000,1520000,1e+06,830.4,2077.11,2118.61707209796,0,89,11,0,0,0,0,0,"1"
"9235",-1272000,1520000,1e+06,838.49,2097.46,1899.74201524258,0,90,10,0,0,0,0,0,"0"
"9236",-1262000,1520000,1e+06,2053.78,6077.06,5096.85972027853,0,89,9,2,0,0,0,0,"1"
"9237",-1252000,1520000,1e+06,849.31,2124.62,1801.01403509453,0,87,13,0,0,0,0,0,"0"
"9238",-1242000,1520000,999994.16,905.03,2263.22,1971.42446060479,0,90,9,1,0,0,0,0,"0"
"9239",-1232000,1520000,995897.59,3.14,7.86,4.76565017551184,0,100,0,0,0,0,0,0,"0"
"9240",-1202000,1520000,991459.17,55.73,139.39,121.720661059022,0,99,1,0,0,0,0,0,"0"
"9241",-1192000,1520000,999736.12,330.68,827,1059.05384110659,0,95,4,1,0,0,0,0,"0"
"9242",-1182000,1520000,1e+06,207.34,518.57,664.07927121967,0,96,4,0,0,0,0,0,"0"
"9243",-1172000,1520000,1e+06,137.78,344.52,441.191331595183,0,97,3,0,0,0,0,0,"0"
"9244",-1162000,1520000,998517.77,0.87,2.19,2.80450785905123,0,100,0,0,0,0,0,0,"0"
"9245",-1152000,1520000,998685.82,217.48,543.79,696.375931322575,0,96,4,0,0,0,0,0,"0"
"9246",-1142000,1520000,1e+06,79.59,199.05,254.90286346525,0,99,1,0,0,0,0,0,"0"
"9247",-1132000,1520000,998049.85,88.15,220.54,229.486387770623,0,99,1,0,0,0,0,0,"0"
"9248",-912000,1520000,997892.83,35.35,88.41,54.3761802762747,0,100,0,0,0,0,0,0,"0"
"9249",-902000,1520000,999501.09,1082.02,5459.06,3357.57075693458,0,95,2,3,0,0,0,0,"0"
"9250",-892000,1520000,999604.09,841.9,2340.35,1494.49748801813,0,92,8,0,0,0,0,0,"0"
"9251",-1362000,1510000,978619.79,7.22,18.08,14.5158494282514,0,100,0,0,0,0,0,0,"0"
"9252",-1352000,1510000,983499.98,845.59,2114.66,1718.42736054584,0,92,6,2,0,0,0,0,"0"
"9253",-1342000,1510000,990436.62,67.18,168.16,148.574248485267,0,100,0,0,0,0,0,0,"0"
"9254",-1332000,1510000,989079.27,388,970.46,855.979687882587,0,96,4,0,0,0,0,0,"0"
"9255",-1322000,1510000,988729.51,111.8,279.76,245.181608026847,0,99,1,0,0,0,0,0,"0"
"9256",-1312000,1510000,1e+06,68.55,171.48,89.1902016941458,0,99,1,0,0,0,0,0,"0"
"9257",-1302000,1510000,1e+06,9.85,24.66,12.8549936152995,0,100,0,0,0,0,0,0,"0"
"9258",-1292000,1510000,998448.82,215.22,538.4,529.510738931596,0,96,4,0,0,0,0,0,"0"
"9259",-1282000,1510000,999643.34,555.19,1388.93,1416.68511256576,0,92,8,0,0,0,0,0,"0"
"9260",-1272000,1510000,1e+06,758.12,1896.25,1776.56501846388,0,89,11,0,0,0,0,0,"0"
"9261",-1262000,1510000,1e+06,4071.26,10181.19,8607.33366263844,0,51,44,5,0,0,0,0,"0"
"9262",-1252000,1510000,998316.99,881.65,2205.15,1949.33555159345,0,88,12,0,0,0,0,0,"0"
"9263",-1242000,1510000,999834.29,521.37,1303.77,1151.89428916015,0,94,6,0,0,0,0,0,"0"
"9264",-1232000,1510000,997715.39,597.48,1493.97,905.819122858345,0,97,2,1,0,0,0,0,"0"
"9265",-1222000,1510000,999234.03,612.2,1530.94,928.234658459201,0,95,5,0,0,0,0,0,"0"
"9266",-1212000,1510000,996611.84,923.84,2310.31,1400.77978574857,0,93,7,0,0,0,0,0,"0"
"9267",-1202000,1510000,997141.54,328.56,821.67,498.192335218191,0,97,3,0,0,0,0,0,"0"
"9268",-1192000,1510000,989067.08,165.17,413.02,278.551946658641,0,98,2,0,0,0,0,0,"0"
"9269",-1182000,1510000,1e+06,16.74,41.89,53.6442142277956,0,99,1,0,0,0,0,0,"0"
"9270",-1172000,1510000,1e+06,108.57,271.52,347.707742080092,0,97,3,0,0,0,0,0,"0"
"9271",-1162000,1510000,998283.36,37.74,94.41,120.901177339256,0,100,0,0,0,0,0,0,"0"
"9272",-1152000,1510000,999999.42,113.1,282.84,362.204101383686,0,98,2,0,0,0,0,0,"0"
"9273",-1142000,1510000,1e+06,2.44,6.11,7.82444868981839,0,100,0,0,0,0,0,0,"0"
"9274",-912000,1510000,998854.1,75.89,189.77,116.717201631516,0,98,2,0,0,0,0,0,"0"
"9275",-902000,1510000,998979.34,238.77,597.01,367.188362237066,0,97,3,0,0,0,0,0,"0"
"9276",-892000,1510000,997856.65,1974.19,7648.33,4704.07677402347,0,93,6,1,0,0,0,0,"0"
"9277",-1372000,1500000,999206.64,1248.76,3122.45,2864.77362808585,0,93,3,4,0,0,0,0,"0"
"9278",-1362000,1500000,1e+06,690.04,1725.48,1583.08686969429,0,95,5,0,0,0,0,0,"0"
"9279",-1352000,1500000,1e+06,1721.24,4303.8,3948.63417581842,0,90,7,3,0,0,0,0,"0"
"9280",-1342000,1500000,1e+06,111.43,278.74,255.737324399873,0,98,2,0,0,0,0,0,"0"
"9281",-1332000,1500000,1e+06,154.1,385.41,353.604509759694,0,99,1,0,0,0,0,0,"0"
"9282",-1322000,1500000,992981.24,64.27,160.85,137.205058092251,0,99,1,0,0,0,0,0,"0"
"9283",-1312000,1500000,999324.63,1.08,2.71,1.40952555276453,0,100,0,0,0,0,0,0,"0"
"9284",-1302000,1500000,1e+06,1.68,4.23,2.2001082021743,0,100,0,0,0,0,0,0,"0"
"9285",-1292000,1500000,1e+06,1033.14,2583.74,2635.37110216171,0,90,9,1,0,0,0,0,"0"
"9286",-1282000,1500000,998165.57,341.16,853.49,870.545365791767,0,93,7,0,0,0,0,0,"0"
"9287",-1272000,1500000,998928.8,984.19,2461.51,2151.33123504184,0,86,14,0,0,0,0,0,"0"
"9288",-1262000,1500000,1e+06,1778.52,4447.72,3910.95738060214,0,84,13,3,0,0,0,0,"0"
"9289",-1252000,1500000,998314.91,1580,3951.18,3505.91302764416,0,87,11,2,0,0,0,0,"0"
"9290",-1242000,1500000,1e+06,994.51,2486.97,1513.87078303657,0,96,4,0,0,0,0,0,"0"
"9291",-1232000,1500000,998142.21,1602.61,4007.3,2393.96656532958,0,85,13,2,0,0,0,0,"0"
"9292",-1222000,1500000,996764.41,1041.91,2605.45,1574.40467836708,0,90,10,0,0,0,0,0,"0"
"9293",-1212000,1500000,997744.45,1220.82,3052.93,1712.59802315105,0,86,14,0,0,0,0,0,"0"
"9294",-1202000,1500000,999483.03,322.33,806.13,448.050238905474,0,97,3,0,0,0,0,0,"0"
"9295",-1192000,1500000,994359.44,426.48,1066.67,912.108650554903,0,94,6,0,0,0,0,0,"0"
"9296",-1182000,1500000,1e+06,1.29,3.24,4.14913482964039,0,100,0,0,0,0,0,0,"0"
"9297",-1172000,1500000,1e+06,397.88,994.91,1274.07892271876,0,97,1,2,0,0,0,0,"1"
"9298",-1162000,1500000,999900.35,73.45,183.7,235.245697572828,0,98,2,0,0,0,0,0,"0"
"9299",-1152000,1500000,1e+06,116.65,291.78,373.652641184629,0,98,2,0,0,0,0,0,"0"
"9300",-1142000,1500000,1e+06,40.47,101.26,122.44681622833,0,99,1,0,0,0,0,0,"0"
"9301",-1082000,1500000,998571.68,178.65,446.89,270.962254095823,0,98,2,0,0,0,0,0,"0"
"9302",-1022000,1500000,984503.67,493.78,1235.02,627.748654144816,0,97,3,0,0,0,0,0,"0"
"9303",-1012000,1500000,997837.9,573.42,1434.18,856.958913890644,0,98,2,0,0,0,0,0,"0"
"9304",-942000,1500000,999259.53,2.15,5.38,4.15060865879059,0,100,0,0,0,0,0,0,"0"
"9305",-932000,1500000,1e+06,178.56,446.56,419.050588488579,0,98,2,0,0,0,0,0,"0"
"9306",-922000,1500000,998060.33,414.5,1036.49,955.824881527574,0,96,4,0,0,0,0,0,"0"
"9307",-912000,1500000,1e+06,466.24,1165.71,716.964791756123,0,97,2,1,0,0,0,0,"0"
"9308",-902000,1500000,1e+06,844.07,2110.44,1298.01680230349,0,95,5,0,0,0,0,0,"0"
"9309",-892000,1500000,1e+06,648.73,1622,997.603931263088,0,94,6,0,0,0,0,0,"0"
"9310",-1362000,1490000,1e+06,4.67,11.69,10.7252970710397,0,100,0,0,0,0,0,0,"0"
"9311",-1352000,1490000,1e+06,18.37,46,42.2039064802229,0,100,0,0,0,0,0,0,"0"
"9312",-1342000,1490000,1e+06,592.87,1482.6,1346.13026746362,0,94,5,1,0,0,0,0,"0"
"9313",-1332000,1490000,1e+06,162.15,405.69,347.561096504331,0,98,2,0,0,0,0,0,"0"
"9314",-1322000,1490000,993845.76,56.52,141.45,114.51523431763,0,99,1,0,0,0,0,0,"0"
"9315",-1312000,1490000,984440.81,5.53,13.84,7.57844587787986,0,100,0,0,0,0,0,0,"0"
"9316",-1302000,1490000,1e+06,3.59,9.01,8.92512044496835,0,100,0,0,0,0,0,0,"0"
"9317",-1292000,1490000,1e+06,102.25,255.85,259.697863437236,0,99,1,0,0,0,0,0,"0"
"9318",-1282000,1490000,999314.56,386.13,965.75,899.368295241148,0,93,7,0,0,0,0,0,"0"
"9319",-1272000,1490000,999380.36,3312.56,8282.96,7258.35771506652,0,77,14,9,0,0,0,0,"0"
"9320",-1262000,1490000,1e+06,3165.73,7916.28,7023.69976607338,0,75,20,5,0,0,0,0,"0"
"9321",-1252000,1490000,999146.32,6694.95,16740.37,11224.5676481817,0,57,31,2,0,10,0,0,"0"
"9322",-1242000,1490000,999668.75,6339.5,15851.68,9697.92271113396,0,56,32,12,0,0,0,0,"0"
"9323",-1232000,1490000,994650.2,3575.74,8941.36,5220.32165474445,0,68,32,0,0,0,0,0,"0"
"9324",-1222000,1490000,997677.97,7655.71,19146.41,8577.1788850138,0,49,48,3,0,0,0,0,"0"
"9325",-1212000,1490000,999253.97,21471.26,108492.34,37436.9130645432,0,40,49,1,4,0,6,0,"1"
"9326",-1202000,1490000,1e+06,2514.42,6287.37,2227.88000476826,0,84,16,0,0,0,0,0,"0"
"9327",-1192000,1490000,998405.4,305.18,763.2,432.592718527652,0,97,3,0,0,0,0,0,"0"
"9328",-1182000,1490000,996321.38,186.87,467.41,582.470039021225,0,97,3,0,0,0,0,0,"0"
"9329",-1172000,1490000,1e+06,41.35,103.45,132.477777943015,0,98,2,0,0,0,0,0,"0"
"9330",-1162000,1490000,1e+06,194.23,485.74,622.037264250219,0,97,3,0,0,0,0,0,"0"
"9331",-1152000,1490000,1e+06,224.36,561.09,676.862034745514,0,98,1,1,0,0,0,0,"0"
"9332",-1142000,1490000,1e+06,267.13,668.11,803.243028581143,0,94,6,0,0,0,0,0,"0"
"9333",-1132000,1490000,999626.02,19.93,49.88,59.5043384246528,0,100,0,0,0,0,0,0,"0"
"9334",-1092000,1490000,1e+06,242.25,605.81,367.320018135011,0,99,1,0,0,0,0,0,"0"
"9335",-1082000,1490000,997497.46,103.78,259.63,157.421131996438,0,100,0,0,0,0,0,0,"0"
"9336",-1072000,1490000,1e+06,733.44,1834.05,1110.03335949639,0,94,6,0,0,0,0,0,"0"
"9337",-1032000,1490000,995331.85,718.72,1797.42,900.494304324501,0,94,6,0,0,0,0,0,"0"
"9338",-1022000,1490000,998527.42,672.39,1681.76,841.342843096704,0,97,3,0,0,0,0,0,"0"
"9339",-1012000,1490000,998857.69,1300.51,3252.51,1655.69964084774,0,94,5,1,0,0,0,0,"0"
"9340",-1002000,1490000,998035.96,1498.15,3746.52,2684.41983637586,0,86,14,0,0,0,0,0,"0"
"9341",-992000,1490000,998119.99,471.78,1180.23,845.713373562321,0,97,3,0,0,0,0,0,"0"
"9342",-952000,1490000,999351.52,602.47,1506.52,1413.58039719984,0,93,6,1,0,0,0,0,"0"
"9343",-942000,1490000,1e+06,136.57,341.49,320.453209843486,0,98,2,0,0,0,0,0,"0"
"9344",-932000,1490000,1e+06,2320.71,10659.83,10003.1530607045,0,96,1,0,1,0,2,0,"0"
"9345",-922000,1490000,998090.16,729.11,1823.24,1706.38642749935,0,90,10,0,0,0,0,0,"0"
"9346",-912000,1490000,1e+06,389.05,972.83,598.334796857089,0,97,3,0,0,0,0,0,"0"
"9347",-902000,1490000,1e+06,1268.47,3171.52,1950.6293649748,0,91,9,0,0,0,0,0,"0"
"9348",-892000,1490000,1e+06,507.23,1268.2,780.000804346054,0,98,2,0,0,0,0,0,"0"
"9349",-1352000,1480000,999994.33,71.97,180.05,163.850159607828,0,99,1,0,0,0,0,0,"0"
"9350",-1342000,1480000,1e+06,294.01,735.38,611.496858585625,0,96,4,0,0,0,0,0,"0"
"9351",-1332000,1480000,1e+06,1356.16,3391.35,2811.59702981263,0,92,5,3,0,0,0,0,"0"
"9352",-1322000,1480000,998992.26,67.14,167.95,139.238864952698,0,99,1,0,0,0,0,0,"0"
"9353",-1312000,1480000,982258.75,6.53,16.36,13.7335412204266,0,100,0,0,0,0,0,0,"0"
"9354",-1302000,1480000,995386.66,113.97,285.23,269.674078721553,0,99,1,0,0,0,0,0,"0"
"9355",-1292000,1480000,999486.79,295.74,739.69,718.453739281744,0,98,2,0,0,0,0,0,"0"
"9356",-1282000,1480000,1e+06,187.21,468.24,410.220986686647,0,98,2,0,0,0,0,0,"0"
"9357",-1272000,1480000,999303.84,904.17,2261.05,1980.91494135372,0,89,10,1,0,0,0,0,"0"
"9358",-1262000,1480000,1e+06,2435.01,6088.85,4711.47908894904,0,85,11,4,0,0,0,0,"0"
"9359",-1252000,1480000,997090.03,2246.45,5616.83,3304.60919493809,0,89,8,3,0,0,0,0,"0"
"9360",-1242000,1480000,999962.16,5326.01,13317.24,7832.5338782072,0,63,33,4,0,0,0,0,"0"
"9361",-1232000,1480000,997549.57,6667.2,16671.03,8651.10155714024,0,58,36,6,0,0,0,0,"0"
"9362",-1222000,1480000,995516.15,8282.29,20709.66,8629.22247038409,0,45,54,1,0,0,0,0,"0"
"9363",-1212000,1480000,999835.8,7423.67,18562.85,9054.07745437417,0,44,53,3,0,0,0,0,"0"
"9364",-1202000,1480000,1e+06,1381.24,3454.55,2653.43661260791,0,82,18,0,0,0,0,0,"0"
"9365",-1192000,1480000,998046.3,331.6,829.31,836.99391424656,0,96,4,0,0,0,0,0,"0"
"9366",-1182000,1480000,996216.87,225.8,564.72,1926.89265191555,0,95,2,3,0,0,0,0,"0"
"9367",-1172000,1480000,994510.03,87.75,219.64,573.164927393198,0,97,3,0,0,0,0,0,"0"
"9368",-1162000,1480000,996302.66,99.11,247.96,462.860715709627,0,97,3,0,0,0,0,0,"0"
"9369",-1152000,1480000,1e+06,0.62,1.55,1.86350554227829,0,100,0,0,0,0,0,0,"0"
"9370",-1142000,1480000,1e+06,64.26,160.8,193.32367413491,0,99,1,0,0,0,0,0,"0"
"9371",-1132000,1480000,1e+06,96.96,242.49,291.536425583065,0,98,2,0,0,0,0,0,"0"
"9372",-1122000,1480000,1e+06,661.06,1653.04,1675.37122396007,0,93,6,1,0,0,0,0,"0"
"9373",-1102000,1480000,998499.14,69.14,172.94,170.170818502083,0,99,1,0,0,0,0,0,"0"
"9374",-1092000,1480000,1e+06,15.17,37.94,23.0041129365564,0,100,0,0,0,0,0,0,"0"
"9375",-1082000,1480000,998302.32,179.18,448.2,271.756546305492,0,98,2,0,0,0,0,0,"0"
"9376",-1072000,1480000,999140.86,371.7,929.5,563.582569673657,0,95,5,0,0,0,0,0,"0"
"9377",-1042000,1480000,989339.55,642.42,1606.74,1264.81123511307,0,90,10,0,0,0,0,0,"0"
"9378",-1032000,1480000,1e+06,365.06,913.08,459.376060115173,0,98,2,0,0,0,0,0,"0"
"9379",-1022000,1480000,999692.71,462.35,1156.34,578.488243971951,0,97,3,0,0,0,0,0,"0"
"9380",-1012000,1480000,999021.75,537.13,1343.71,683.866899202578,0,98,2,0,0,0,0,0,"0"
"9381",-1002000,1480000,997493.92,2607.07,6518.99,4668.68056978099,0,85,11,4,0,0,0,0,"0"
"9382",-992000,1480000,996477.39,813.64,2034.98,1458.08395379223,0,93,7,0,0,0,0,0,"0"
"9383",-982000,1480000,999087.12,1110.41,3971.82,2845.84956201352,0,93,6,1,0,0,0,0,"0"
"9384",-972000,1480000,998163.64,1057.36,3642.77,3396.52595513315,0,91,8,1,0,0,0,0,"0"
"9385",-962000,1480000,999258,593.25,1483.62,1353.82568567246,0,94,6,0,0,0,0,0,"0"
"9386",-952000,1480000,1e+06,473.36,1183.88,1110.94950814918,0,92,8,0,0,0,0,0,"0"
"9387",-942000,1480000,1e+06,2915.76,13189.06,12376.5750883631,0,93,3,0,1,0,3,0,"0"
"9388",-932000,1480000,999269.02,503.5,1269.9,1191.67042290419,0,93,7,0,0,0,0,0,"0"
"9389",-922000,1480000,998506,115.7,289.38,222.400682523847,0,99,1,0,0,0,0,0,"0"
"9390",-912000,1480000,1e+06,1000.85,2502.37,1539.07161119208,0,94,5,1,0,0,0,0,"0"
"9391",-902000,1480000,1e+06,1341.22,4416.61,2716.41645467654,0,94,5,1,0,0,0,0,"0"
"9392",-892000,1480000,1e+06,384.77,962.02,591.686149813235,0,99,0,1,0,0,0,0,"0"
"9393",-882000,1480000,999487.77,878.88,2197.49,1413.83183127642,0,96,3,1,0,0,0,0,"0"
"9394",-1352000,1470000,997646.45,136.49,341.31,282.962884573266,0,99,1,0,0,0,0,0,"0"
"9395",-1342000,1470000,1e+06,56.43,141.22,117.078368429095,0,99,1,0,0,0,0,0,"0"
"9396",-1332000,1470000,1e+06,1127.47,2819.61,2337.59627426788,0,91,8,1,0,0,0,0,"0"
"9397",-1322000,1470000,998586.93,26.02,65.11,53.9794128313661,0,100,0,0,0,0,0,0,"0"
"9398",-1312000,1470000,994969.99,28.04,70.19,58.190985294059,0,100,0,0,0,0,0,0,"0"
"9399",-1302000,1470000,987799.88,284.2,710.95,622.739031095057,0,99,1,0,0,0,0,0,"0"
"9400",-1292000,1470000,1e+06,250.15,625.65,548.126518368721,0,96,4,0,0,0,0,0,"0"
"9401",-1282000,1470000,999691.21,86.98,217.61,190.64622816816,0,99,1,0,0,0,0,0,"0"
"9402",-1272000,1470000,1e+06,400.16,1000.9,876.879770044238,0,96,4,0,0,0,0,0,"0"
"9403",-1262000,1470000,999983.82,1256.16,3141.1,1823.82560515683,0,87,13,0,0,0,0,0,"0"
"9404",-1252000,1470000,998124.96,6349.41,15909.84,12800.0966926552,0,56,34,4,0,6,0,0,"0"
"9405",-1242000,1470000,998157.35,3403.31,8510.25,7290.93011502735,0,72,22,1,0,5,0,0,"0"
"9406",-1232000,1470000,998317.23,6008.49,15024.78,7431.02853448409,0,53,45,2,0,0,0,0,"0"
"9407",-1222000,1470000,999356.15,9341.99,23360.18,14610.0636629565,0,39,49,0,0,12,0,0,"0"
"9408",-1212000,1470000,1e+06,7584.44,18964.18,14172.286996372,0,49,40,7,0,4,0,0,"0"
"9409",-1202000,1470000,1e+06,756.25,1891.39,1942.94366985187,0,88,12,0,0,0,0,0,"0"
"9410",-1192000,1470000,999978.81,1342.7,3357.84,5385.59947487712,0,85,11,4,0,0,0,0,"0"
"9411",-1182000,1470000,1e+06,378.42,946.47,3246.73117026687,0,88,11,1,0,0,0,0,"0"
"9412",-1172000,1470000,999969.53,1398.65,3497.9,10942.3620860577,0,78,15,4,0,3,0,0,"1"
"9413",-1162000,1470000,995993.95,0.8,2,1.46504665911198,0,100,0,0,0,0,0,0,"0"
"9414",-1152000,1470000,999576.29,496.76,1242.28,1493.545597177,0,94,5,1,0,0,0,0,"0"
"9415",-1142000,1470000,1e+06,431.93,1080.21,1298.17807583138,0,92,8,0,0,0,0,0,"0"
"9416",-1132000,1470000,1e+06,65.69,164.3,197.413451362402,0,99,1,0,0,0,0,0,"0"
"9417",-1122000,1470000,1e+06,227.25,568.37,580.705512113869,0,97,3,0,0,0,0,0,"0"
"9418",-1112000,1470000,1e+06,373.94,934.98,954.159970814362,0,97,1,2,0,0,0,0,"0"
"9419",-1102000,1470000,1e+06,109.76,274.56,199.906634187326,0,98,2,0,0,0,0,0,"0"
"9420",-1092000,1470000,999295.31,312.01,780.24,473.330453861505,0,97,3,0,0,0,0,0,"0"
"9421",-1082000,1470000,999356.4,303.22,758.16,459.694208847358,0,96,4,0,0,0,0,0,"0"
"9422",-1072000,1470000,1e+06,67.78,169.57,102.815167017281,0,99,1,0,0,0,0,0,"0"
"9423",-1042000,1470000,1e+06,655.52,1639.3,1551.43506031856,0,92,7,1,0,0,0,0,"0"
"9424",-1032000,1470000,1e+06,756.01,1890.69,945.865346871317,0,93,7,0,0,0,0,0,"0"
"9425",-1022000,1470000,1e+06,764.08,1911,956.025932255201,0,93,7,0,0,0,0,0,"0"
"9426",-1012000,1470000,999566.83,1968.71,4922.87,2464.55216525216,0,91,8,1,0,0,0,0,"0"
"9427",-1002000,1470000,997931.24,344.54,861.93,613.181264261715,0,98,2,0,0,0,0,0,"0"
"9428",-992000,1470000,998348.7,629.91,1575.53,1128.88333716988,0,95,5,0,0,0,0,0,"0"
"9429",-982000,1470000,998620.33,1204.86,3914.87,2805.04432360269,0,94,5,1,0,0,0,0,"0"
"9430",-972000,1470000,998166.51,969.19,3173.52,2929.97058056108,0,91,8,1,0,0,0,0,"0"
"9431",-962000,1470000,998763.68,1545.94,3865.77,3627.62718711793,0,93,4,3,0,0,0,0,"0"
"9432",-952000,1470000,1e+06,651.64,2459.64,2308.11891714111,0,94,5,1,0,0,0,0,"0"
"9433",-942000,1470000,999961.22,1035.97,2590.52,2914.59937263653,0,85,14,1,0,0,0,0,"0"
"9434",-932000,1470000,996926.89,178.07,445.4,639.947223469615,0,97,3,0,0,0,0,0,"0"
"9435",-922000,1470000,999023.27,8.57,21.5,13.2234801314771,0,100,0,0,0,0,0,0,"0"
"9436",-912000,1470000,1e+06,400.47,1001.36,615.882048550993,0,99,0,1,0,0,0,0,"0"
"9437",-902000,1470000,1e+06,1790.72,7108.89,4372.29139383882,0,94,3,3,0,0,0,0,"0"
"9438",-892000,1470000,1e+06,839.26,3308.62,2035.02618078887,0,97,1,2,0,0,0,0,"0"
"9439",-882000,1470000,1e+06,2138.04,6239.94,4096.0738532804,0,96,1,2,1,0,0,0,"0"
"9440",-1352000,1460000,998820.97,172.86,432.24,358.348353728652,0,99,1,0,0,0,0,0,"0"
"9441",-1342000,1460000,999633.67,160.2,400.62,332.133808020503,0,97,3,0,0,0,0,0,"0"
"9442",-1332000,1460000,1e+06,3366.84,9451.23,7835.53748120368,0,76,15,7,2,0,0,0,"0"
"9443",-1322000,1460000,999423.03,71.45,178.73,148.176019094884,0,100,0,0,0,0,0,0,"0"
"9444",-1312000,1460000,999889.56,81.21,203.15,168.361032001674,0,99,1,0,0,0,0,0,"0"
"9445",-1302000,1460000,991000.86,91.31,228.46,192.49247129634,0,99,1,0,0,0,0,0,"0"
"9446",-1292000,1460000,1e+06,1540.36,3851.95,3374.65985671431,0,92,4,4,0,0,0,0,"1"
"9447",-1282000,1460000,999743.96,184.49,461.44,404.263565726578,0,97,3,0,0,0,0,0,"0"
"9448",-1272000,1460000,997718.03,100.1,250.45,219.417065586895,0,99,1,0,0,0,0,0,"0"
"9449",-1262000,1460000,995839.84,705.01,1762.91,520.372542770579,0,96,4,0,0,0,0,0,"0"
"9450",-1252000,1460000,997267.94,7543.73,21921.02,11928.7592134578,0,70,22,1,0,7,0,0,"0"
"9451",-1242000,1460000,999152.75,4676.98,11694.79,10415.6838415693,0,63,26,4,0,7,0,0,"0"
"9452",-1232000,1460000,998360.79,8838.82,22101.6,16792.1751851989,0,43,42,6,0,9,0,0,"0"
"9453",-1222000,1460000,999472.79,19288.56,58713.98,28443.5908266529,0,23,53,11,9,0,4,0,"0"
"9454",-1212000,1460000,1e+06,5559.25,13901.21,7244.03258764837,0,57,41,2,0,0,0,0,"0"
"9455",-1202000,1460000,1e+06,3886.46,9718.6,6044.06193752773,0,70,27,3,0,0,0,0,"0"
"9456",-1192000,1460000,1e+06,5939.53,14851.44,17505.7191008749,0,59,24,17,0,0,0,0,"1"
"9457",-1182000,1460000,1e+06,2812.92,7034.6,4385.32944663987,0,70,30,0,0,0,0,0,"0"
